DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Sexo,Edad,Ocupacion
600160,237,2,1,2,132.39149891,Mujer,11,
600161,237,1,1,1,51.884254868,Mujer,64,Oficios del hogar
600161,237,2,1,2,51.884254868,Mujer,84,Oficios del hogar
600161,237,3,2,1,51.884254868,Hombre,47,Buscando trabajo
600161,237,4,2,2,51.884254868,Mujer,46,Trabajando
600161,237,5,2,3,51.884254868,Mujer,11,
600162,237,1,1,1,82.947940882,Hombre,23,Trabajando
600163,237,1,1,1,74.45491226,Hombre,33,Trabajando
600163,237,2,1,2,74.45491226,Mujer,30,Oficios del hogar
600163,237,3,1,3,74.45491226,Mujer,9,
600164,237,1,1,1,130.47230572,Mujer,68,Oficios del hogar
600164,237,2,1,2,130.47230572,Hombre,43,Trabajando
600165,237,1,1,1,60.765517317,Mujer,51,Trabajando
600165,237,2,1,2,60.765517317,Hombre,60,Trabajando
600166,237,1,1,1,86.554832057,Mujer,42,Trabajando
600167,237,1,1,1,64.758764243,Hombre,62,Trabajando
600168,237,1,1,1,53.645657576,Hombre,50,Trabajando
600168,237,2,1,2,53.645657576,Mujer,41,Oficios del hogar
600168,237,3,1,3,53.645657576,Hombre,9,
600168,237,4,1,4,53.645657576,Mujer,2,
600168,237,5,1,5,53.645657576,Hombre,2,
600169,237,1,1,1,79.908391816,Mujer,91,Pensionado
600169,237,2,1,2,79.908391816,Hombre,40,Trabajando
600169,237,3,1,3,79.908391816,Hombre,65,Oficios del hogar
600170,237,1,1,1,65.356224816,Mujer,52,Pensionado
600170,237,2,1,2,65.356224816,Hombre,25,Buscando trabajo
600171,237,1,1,1,69.255900649,Hombre,87,Pensionado
600172,237,1,1,1,76.951000721,Hombre,72,Trabajando
600173,237,1,1,1,71.676696771,Hombre,47,Trabajando
600173,237,2,1,2,71.676696771,Mujer,46,Oficios del hogar
600173,237,3,1,3,71.676696771,Hombre,7,
600174,237,1,1,1,60.715778265,Mujer,60,Pensionado
600174,237,2,1,2,60.715778265,Hombre,96,Oficios del hogar
600174,237,3,1,3,60.715778265,Mujer,60,Oficios del hogar
600175,237,1,1,1,61.682065573,Hombre,48,Trabajando
600175,237,2,1,2,61.682065573,Mujer,48,Trabajando
600175,237,3,1,3,61.682065573,Mujer,17,Estudiando
600175,237,4,1,4,61.682065573,Mujer,12,
600176,237,1,1,1,63.277795921,Mujer,73,Ocio
600176,237,2,1,2,63.277795921,Hombre,13,
600176,237,3,1,3,63.277795921,Hombre,28,Trabajando
600176,237,4,1,4,63.277795921,Mujer,24,Oficios del hogar
600176,237,5,1,5,63.277795921,Hombre,5,
600177,237,1,1,1,76.951000721,Hombre,71,Pensionado
600178,237,1,1,1,76.290216559,Mujer,44,Trabajando
600178,237,2,1,2,76.290216559,Hombre,22,Oficios del hogar
600178,237,3,1,3,76.290216559,Hombre,20,Trabajando
600179,237,1,1,1,74.891320069,Mujer,27,Oficios del hogar
600179,237,2,1,2,74.891320069,Hombre,24,Trabajando
600179,237,3,1,3,74.891320069,Hombre,10,
600179,237,4,1,4,74.891320069,Hombre,14,
600179,237,5,1,5,74.891320069,Hombre,35,Trabajando
600180,237,1,1,1,60.038198324,Mujer,64,Oficios del hogar
600180,237,2,1,2,60.038198324,Mujer,58,Trabajando
600181,237,1,1,1,58.304439684,Mujer,65,Trabajando
600182,237,1,1,1,75.354223164,Hombre,63,Ocio
600182,237,2,1,2,75.354223164,Hombre,34,Buscando trabajo
600182,237,3,1,3,75.354223164,Mujer,44,Trabajando
600182,237,4,1,4,75.354223164,Mujer,16,Estudiando
600183,237,1,1,1,73.16751297,Hombre,29,Trabajando
600183,237,2,1,2,73.16751297,Mujer,26,Trabajando
600183,237,3,1,3,73.16751297,Mujer,2,
600183,237,4,1,4,73.16751297,Hombre,17,Estudiando
600184,237,1,1,1,61.338845771,Mujer,33,Trabajando
600184,237,2,1,2,61.338845771,Hombre,24,Trabajando
600184,237,3,1,3,61.338845771,Mujer,14,
600184,237,4,1,4,61.338845771,Hombre,9,
600184,237,5,1,5,61.338845771,Mujer,5,
600185,237,1,1,1,50.413257275,Hombre,64,Trabajando
600185,237,2,1,2,50.413257275,Mujer,60,Oficios del hogar
600186,237,1,1,1,45.230110785,Mujer,70,Pensionado
600187,237,1,1,1,69.713306471,Hombre,28,Trabajando
600187,237,2,1,2,69.713306471,Mujer,27,Trabajando
600188,237,1,1,1,73.317034213,Mujer,43,Trabajando
600189,237,1,1,1,71.439687909,Hombre,34,Trabajando
600189,237,2,1,2,71.439687909,Mujer,35,Oficios del hogar
600189,237,3,1,3,71.439687909,Mujer,0,
600189,237,4,1,4,71.439687909,Mujer,60,Oficios del hogar
600189,237,5,1,5,71.439687909,Hombre,12,
600190,237,1,1,1,73.317034213,Mujer,46,Trabajando
600191,237,1,1,1,80.471965,Mujer,29,Oficios del hogar
600191,237,2,1,2,80.471965,Hombre,23,Trabajando
600191,237,3,1,3,80.471965,Hombre,6,
600192,237,1,1,1,53.838527298,Mujer,48,Incapacitado permanente para trabajar
600192,237,2,1,2,53.838527298,Hombre,9,
600193,237,1,1,1,63.804217533,Mujer,59,Trabajando
600193,237,2,1,2,63.804217533,Mujer,25,Trabajando
600193,237,3,1,3,63.804217533,Mujer,5,
600194,237,1,1,1,63.75825531,Mujer,27,Trabajando
600194,237,2,1,2,63.75825531,Mujer,10,
600194,237,3,1,3,63.75825531,Mujer,7,
600195,237,1,1,1,54.630712181,Mujer,25,Estudiando
600196,237,1,1,1,80.353711153,Hombre,28,Trabajando
600196,237,2,1,2,80.353711153,Mujer,17,Oficios del hogar
600197,237,1,1,1,54.56634745,Mujer,20,Oficios del hogar
600198,237,1,1,1,76.951000721,Hombre,71,Ocio
600199,237,1,1,1,72.484614291,Mujer,77,Pensionado
600199,237,2,1,2,72.484614291,Hombre,38,Trabajando
600200,237,1,1,1,91.725512678,Hombre,45,Trabajando
600200,237,2,1,2,91.725512678,Hombre,29,Trabajando
600201,237,1,1,1,94.000463097,Hombre,53,Trabajando
600201,237,2,1,2,94.000463097,Mujer,55,Oficios del hogar
600201,237,3,1,3,94.000463097,Hombre,21,Estudiando
600201,237,4,1,4,94.000463097,Hombre,18,Estudiando
600202,237,1,1,1,73.438274994,Hombre,32,Trabajando
600202,237,2,1,2,73.438274994,Mujer,31,Oficios del hogar
600202,237,3,1,3,73.438274994,Mujer,13,
600202,237,4,1,4,73.438274994,Hombre,12,
600203,237,1,1,1,153.06396802,Hombre,49,Trabajando
600203,237,2,1,2,153.06396802,Mujer,53,Oficios del hogar
600203,237,3,1,3,153.06396802,Hombre,15,Estudiando
600203,237,4,1,4,153.06396802,Hombre,23,Trabajando
600203,237,5,1,5,153.06396802,Mujer,4,
600204,237,1,1,1,95.315354992,Mujer,45,Otra actividad
600204,237,2,1,2,95.315354992,Hombre,23,Trabajando
600204,237,3,1,3,95.315354992,Hombre,21,Trabajando
600204,237,4,1,4,95.315354992,Mujer,12,
600205,237,1,1,1,76.441887294,Mujer,50,Trabajando
600205,237,2,1,2,76.441887294,Hombre,60,Trabajando
600206,237,1,1,1,52.542571545,Mujer,73,Oficios del hogar
600207,237,3,1,3,51.030957664,Mujer,26,Trabajando
600207,237,4,1,4,51.030957664,Mujer,11,
600207,237,1,1,1,51.030957664,Hombre,62,Trabajando
600207,237,2,1,2,51.030957664,Mujer,44,Trabajando
600208,237,1,1,1,67.924372171,Hombre,49,Buscando trabajo
600208,237,2,1,2,67.924372171,Mujer,46,Oficios del hogar
600208,237,3,1,3,67.924372171,Hombre,18,Estudiando
600209,237,1,1,1,60.023194671,Mujer,48,Trabajando
600209,237,2,1,2,60.023194671,Hombre,21,Estudiando
600210,237,1,1,1,65.702608582,Hombre,52,Pensionado
600210,237,2,1,2,65.702608582,Mujer,55,Oficios del hogar
600210,237,3,1,3,65.702608582,Hombre,23,Trabajando
600211,237,1,1,1,60.729584905,Mujer,24,Trabajando
600212,237,1,1,1,50.862880366,Hombre,78,Pensionado
600212,237,2,1,2,50.862880366,Mujer,83,Oficios del hogar
600213,237,2,1,2,62.664168729,Hombre,69,Incapacitado permanente para trabajar
600213,237,3,1,3,62.664168729,Hombre,14,
600213,237,4,1,4,62.664168729,Mujer,86,Oficios del hogar
600213,237,1,1,1,62.664168729,Mujer,52,Trabajando
600214,237,1,1,1,83.676689576,Mujer,41,Trabajando
600214,237,2,1,2,83.676689576,Hombre,40,Trabajando
600214,237,3,1,3,83.676689576,Mujer,23,Trabajando
600214,237,4,1,4,83.676689576,Hombre,19,Trabajando
600214,237,5,1,5,83.676689576,Mujer,22,Buscando trabajo
600215,237,1,1,1,53.465697989,Mujer,27,Oficios del hogar
600215,237,2,1,2,53.465697989,Mujer,9,
600215,237,3,1,3,53.465697989,Hombre,8,
600216,237,1,1,1,57.570050538,Mujer,54,Oficios del hogar
600216,237,2,1,2,57.570050538,Hombre,15,Estudiando
600216,237,3,1,3,57.570050538,Mujer,24,Trabajando
600216,237,4,1,4,57.570050538,Hombre,6,
600217,237,1,1,1,52.07240578,Hombre,63,Pensionado
600217,237,2,1,2,52.07240578,Mujer,52,Oficios del hogar
600217,237,3,1,3,52.07240578,Mujer,30,Trabajando
600217,237,4,1,4,52.07240578,Mujer,0,
600218,237,1,1,1,66.731510101,Hombre,35,Trabajando
600219,237,1,1,1,61.366875489,Mujer,31,Oficios del hogar
600219,237,2,1,2,61.366875489,Hombre,31,Trabajando
600219,237,3,1,3,61.366875489,Mujer,11,
600219,237,4,1,4,61.366875489,Hombre,6,
600220,237,1,1,1,71.594688071,Hombre,36,Trabajando
600220,237,2,1,2,71.594688071,Mujer,32,Oficios del hogar
600220,237,3,1,3,71.594688071,Mujer,12,
600220,237,4,1,4,71.594688071,Hombre,5,
600221,237,1,1,1,59.219579297,Hombre,48,Trabajando
600221,237,2,1,2,59.219579297,Mujer,42,Oficios del hogar
600221,237,3,1,3,59.219579297,Hombre,23,Trabajando
600221,237,4,1,4,59.219579297,Hombre,13,
600221,237,5,1,5,59.219579297,Hombre,10,
600222,237,1,1,1,66.731510101,Hombre,32,Trabajando
600223,237,1,1,1,69.826371819,Mujer,37,Oficios del hogar
600223,237,2,1,2,69.826371819,Hombre,10,
600223,237,3,1,3,69.826371819,Mujer,49,Oficios del hogar
600224,237,1,1,1,74.739291313,Hombre,46,Trabajando
600225,237,1,1,1,52.091742,Hombre,62,Trabajando
600225,237,2,1,2,52.091742,Mujer,61,Incapacitado permanente para trabajar
600225,237,3,1,3,52.091742,Hombre,14,
600226,237,1,1,1,100.75275445,Hombre,34,Trabajando
600226,237,2,1,2,100.75275445,Mujer,32,Trabajando
600226,237,3,1,3,100.75275445,Hombre,7,
600226,237,4,1,4,100.75275445,Hombre,4,
600227,237,1,1,1,100.75275445,Mujer,35,Trabajando
600227,237,2,1,2,100.75275445,Hombre,51,Trabajando
600227,237,3,1,3,100.75275445,Hombre,14,
600227,237,4,1,4,100.75275445,Hombre,1,
600228,237,1,1,1,289.43874339,Hombre,84,Trabajando
600228,237,2,1,2,289.43874339,Mujer,75,Oficios del hogar
600228,237,3,1,3,289.43874339,Hombre,27,Trabajando
600228,237,4,1,4,289.43874339,Mujer,23,Trabajando
600229,237,1,1,1,372.79305999,Hombre,53,Trabajando
600229,237,2,1,2,372.79305999,Mujer,19,Estudiando
600230,237,1,1,1,208.69244109,Mujer,60,Incapacitado permanente para trabajar
600231,237,1,1,1,370.17131017,Hombre,35,Trabajando
600231,237,2,1,2,370.17131017,Mujer,42,Trabajando
600231,237,3,1,3,370.17131017,Hombre,17,Estudiando
600231,237,4,1,4,370.17131017,Mujer,15,Estudiando
600232,237,1,1,1,288.43152108,Hombre,74,Oficios del hogar
600233,237,1,1,1,309.9167454,Hombre,39,Trabajando
600233,237,2,1,2,309.9167454,Mujer,38,Oficios del hogar
600233,237,3,1,3,309.9167454,Mujer,21,Oficios del hogar
600233,237,4,1,4,309.9167454,Hombre,30,Trabajando
600233,237,5,1,5,309.9167454,Hombre,14,
600234,237,1,1,1,145.11956969,Mujer,49,Oficios del hogar
600234,237,2,1,2,145.11956969,Mujer,84,Oficios del hogar
600234,237,3,1,3,145.11956969,Hombre,79,Incapacitado permanente para trabajar
600234,237,4,1,4,145.11956969,Hombre,52,Incapacitado permanente para trabajar
600235,237,1,1,1,208.69244109,Mujer,71,Oficios del hogar
600236,237,2,1,2,227.61373506,Mujer,39,Oficios del hogar
600236,237,3,1,3,227.61373506,Mujer,1,
600236,237,1,1,1,227.61373506,Hombre,69,Oficios del hogar
600237,237,1,1,1,218.75269905,Mujer,36,Trabajando
600237,237,2,1,2,218.75269905,Hombre,34,Trabajando
600237,237,3,1,3,218.75269905,Hombre,19,Oficios del hogar
600237,237,4,1,4,218.75269905,Hombre,64,Ocio
600237,237,5,1,5,218.75269905,Mujer,61,Oficios del hogar
600238,237,1,1,1,227.36282479,Mujer,38,Trabajando
600238,237,2,1,2,227.36282479,Hombre,41,Trabajando
600238,237,3,1,3,227.36282479,Hombre,13,
600239,237,1,1,1,223.18206718,Hombre,54,Trabajando
600239,237,2,1,2,223.18206718,Mujer,68,Oficios del hogar
600240,237,1,1,1,288.43152108,Hombre,55,Trabajando
600241,237,1,1,1,174.60726742,Hombre,45,Trabajando
600241,237,2,1,2,174.60726742,Mujer,35,Oficios del hogar
600242,237,1,1,1,511.40048408,Mujer,24,Oficios del hogar
600242,237,2,1,2,511.40048408,Hombre,28,Trabajando
600242,237,3,1,3,511.40048408,Mujer,4,
600242,237,4,1,4,511.40048408,Mujer,2,
600243,237,2,1,2,348.18267668,Mujer,32,Oficios del hogar
600243,237,3,1,3,348.18267668,Mujer,15,Estudiando
600243,237,4,1,4,348.18267668,Hombre,7,
600243,237,5,1,5,348.18267668,Hombre,0,
600243,237,1,1,1,348.18267668,Hombre,48,Trabajando
600244,237,1,1,1,145.11956969,Hombre,60,Trabajando
600244,237,2,1,2,145.11956969,Mujer,53,Oficios del hogar
600244,237,3,1,3,145.11956969,Mujer,34,Oficios del hogar
600244,237,4,1,4,145.11956969,Hombre,0,
600245,237,1,1,1,366.22115915,Mujer,28,Trabajando
600245,237,2,1,2,366.22115915,Hombre,56,Trabajando
600245,237,3,1,3,366.22115915,Mujer,14,
600245,237,4,1,4,366.22115915,Mujer,12,
600245,237,5,1,5,366.22115915,Mujer,7,
600246,237,1,1,1,580.47827877,Hombre,48,Trabajando
600246,237,2,1,2,580.47827877,Mujer,50,Oficios del hogar
600246,237,3,1,3,580.47827877,Hombre,13,
600246,237,4,1,4,580.47827877,Hombre,25,Trabajando
600246,237,5,1,5,580.47827877,Mujer,22,Oficios del hogar
600246,237,6,1,6,580.47827877,Mujer,4,
600246,237,7,1,7,580.47827877,Hombre,19,Trabajando
600246,237,8,1,8,580.47827877,Mujer,17,Trabajando
600246,237,9,1,9,580.47827877,Mujer,0,
600247,237,1,1,1,227.36282479,Mujer,35,Oficios del hogar
600247,237,2,1,2,227.36282479,Hombre,36,Trabajando
600247,237,3,1,3,227.36282479,Hombre,11,
600248,237,1,1,1,1172.0980205,Mujer,75,Oficios del hogar
600249,237,1,1,1,1835.7044688,Hombre,45,Trabajando
600249,237,2,1,2,1835.7044688,Mujer,44,Trabajando
600249,237,3,1,3,1835.7044688,Hombre,26,Estudiando
600249,237,4,1,4,1835.7044688,Mujer,22,Estudiando
600250,237,1,1,1,1427.4375826,Hombre,37,Trabajando
600250,237,2,1,2,1427.4375826,Mujer,67,Oficios del hogar
600251,237,1,1,1,1283.7951354,Hombre,38,Trabajando
600251,237,2,1,2,1283.7951354,Mujer,34,Oficios del hogar
600254,237,1,1,1,1094.0987815,Mujer,37,Buscando trabajo
600254,237,2,1,2,1094.0987815,Hombre,41,Trabajando
600254,237,3,1,3,1094.0987815,Mujer,17,Estudiando
600255,237,1,1,1,811.4524757,Mujer,82,Incapacitado permanente para trabajar
600256,237,1,1,1,1430.2120396,Mujer,59,Trabajando
600256,237,2,1,2,1430.2120396,Hombre,58,Trabajando
600256,237,3,1,3,1430.2120396,Mujer,22,Trabajando
600256,237,4,1,4,1430.2120396,Mujer,24,Trabajando
600256,237,5,1,5,1430.2120396,Hombre,4,
600257,237,1,1,1,576.03589724,Mujer,45,Oficios del hogar
600257,237,2,1,2,576.03589724,Mujer,25,Buscando trabajo
600257,237,3,1,3,576.03589724,Hombre,22,Buscando trabajo
600257,237,4,1,4,576.03589724,Mujer,86,Otra actividad
600258,237,1,1,1,846.77501959,Hombre,71,Trabajando
600258,237,2,1,2,846.77501959,Mujer,76,Oficios del hogar
600259,237,1,1,1,1061.5831997,Hombre,40,Trabajando
600259,237,2,1,2,1061.5831997,Mujer,40,Trabajando
600259,237,3,1,3,1061.5831997,Hombre,7,
600260,237,2,1,2,1017.9901444,Mujer,29,Oficios del hogar
600260,237,3,1,3,1017.9901444,Mujer,1,
600260,237,1,1,1,1017.9901444,Hombre,30,Trabajando
600261,237,2,1,2,139.09248443,Mujer,26,Trabajando
600261,237,1,1,1,139.09248443,Hombre,35,Trabajando
600262,237,1,1,1,142.01967358,Mujer,60,Trabajando
600262,237,2,1,2,142.01967358,Mujer,41,Trabajando
600262,237,3,1,3,142.01967358,Mujer,43,Trabajando
600262,237,4,1,4,142.01967358,Hombre,38,Trabajando
600263,237,1,1,1,150.70924121,Hombre,43,Trabajando
600263,237,2,1,2,150.70924121,Mujer,39,Oficios del hogar
600263,237,3,1,3,150.70924121,Hombre,19,Trabajando
600263,237,4,1,4,150.70924121,Mujer,16,Estudiando
600263,237,5,1,5,150.70924121,Hombre,13,
600264,237,1,1,1,139.09248443,Hombre,52,Buscando trabajo
600264,237,2,1,2,139.09248443,Mujer,43,Trabajando
600265,237,1,1,1,127.86054928,Mujer,52,Oficios del hogar
600265,237,2,1,2,127.86054928,Hombre,21,Buscando trabajo
600265,237,3,1,3,127.86054928,Hombre,31,Trabajando
600265,237,4,1,4,127.86054928,Mujer,28,Trabajando
600265,237,5,1,5,127.86054928,Hombre,9,
600265,237,6,1,6,127.86054928,Hombre,7,
600266,237,1,1,1,239.7724731,Mujer,60,Trabajando
600266,237,2,1,2,239.7724731,Hombre,32,Trabajando
600266,237,3,1,3,239.7724731,Mujer,30,Trabajando
600266,237,4,1,4,239.7724731,Hombre,9,
600266,237,5,1,5,239.7724731,Hombre,30,Trabajando
600266,237,6,1,6,239.7724731,Mujer,26,Trabajando
600266,237,8,1,8,239.7724731,Hombre,1,
600266,237,9,1,9,239.7724731,Hombre,25,Buscando trabajo
600266,237,7,1,7,239.7724731,Mujer,7,
600267,237,1,1,1,176.56700421,Mujer,40,Buscando trabajo
600267,237,2,1,2,176.56700421,Mujer,22,Estudiando
600267,237,3,1,3,176.56700421,Mujer,13,
600267,237,4,1,4,176.56700421,Mujer,11,
600267,237,5,1,5,176.56700421,Mujer,47,Oficios del hogar
600268,237,1,1,1,294.68768833,Mujer,20,Buscando trabajo
600268,237,2,1,2,294.68768833,Hombre,21,Buscando trabajo
600269,237,1,1,1,237.19061011,Mujer,53,Trabajando
600269,237,2,1,2,237.19061011,Hombre,61,Incapacitado permanente para trabajar
600269,237,3,1,3,237.19061011,Mujer,30,Trabajando
600269,237,4,1,4,237.19061011,Mujer,28,Buscando trabajo
600269,237,5,1,5,237.19061011,Mujer,76,Incapacitado permanente para trabajar
600270,237,1,1,1,219.8881663,Hombre,63,Trabajando
600270,237,2,1,2,219.8881663,Mujer,66,Oficios del hogar
600270,237,3,1,3,219.8881663,Hombre,45,Trabajando
600270,237,4,1,4,219.8881663,Hombre,35,Trabajando
600271,237,1,1,1,181.43498956,Hombre,63,Incapacitado permanente para trabajar
600271,237,2,1,2,181.43498956,Mujer,32,Oficios del hogar
600271,237,3,1,3,181.43498956,Hombre,32,Trabajando
600271,237,4,1,4,181.43498956,Mujer,6,
600271,237,5,1,5,181.43498956,Mujer,27,Oficios del hogar
600271,237,6,1,6,181.43498956,Hombre,27,Trabajando
600271,237,7,1,7,181.43498956,Hombre,6,
600272,237,1,1,1,222.73627341,Mujer,70,Oficios del hogar
600272,237,2,1,2,222.73627341,Hombre,76,Buscando trabajo
600272,237,3,1,3,222.73627341,Hombre,49,Incapacitado permanente para trabajar
600273,237,1,1,1,113.72050915,Mujer,90,Pensionado
600273,237,2,1,2,113.72050915,Mujer,70,Pensionado
600274,237,1,1,1,100.34259099,Hombre,31,Trabajando
600274,237,2,1,2,100.34259099,Mujer,29,Oficios del hogar
600274,237,3,1,3,100.34259099,Mujer,9,
600274,237,4,1,4,100.34259099,Hombre,0,
600275,237,1,1,1,234.85440389,Mujer,18,Trabajando
600276,237,1,1,1,248.00783815,Hombre,24,Trabajando
600277,237,1,1,1,146.57075461,Mujer,51,Oficios del hogar
600277,237,2,1,2,146.57075461,Hombre,21,Buscando trabajo
600277,237,3,1,3,146.57075461,Hombre,20,Trabajando
600278,237,1,1,1,199.73470048,Hombre,61,Trabajando
600279,237,1,1,1,446.72439724,Mujer,42,Oficios del hogar
600279,237,2,1,2,446.72439724,Hombre,43,Trabajando
600279,237,3,1,3,446.72439724,Mujer,13,
600279,237,4,1,4,446.72439724,Mujer,12,
600280,237,2,1,2,693.34602182,Hombre,61,Trabajando
600280,237,1,1,1,693.34602182,Mujer,66,Oficios del hogar
600281,237,4,1,4,910.93663474,Mujer,38,Oficios del hogar
600281,237,5,1,5,910.93663474,Hombre,42,Trabajando
600281,237,6,1,6,910.93663474,Hombre,16,Estudiando
600281,237,7,1,7,910.93663474,Hombre,13,
600281,237,1,1,1,910.93663474,Hombre,85,Ocio
600281,237,2,1,2,910.93663474,Mujer,72,Oficios del hogar
600281,237,3,1,3,910.93663474,Hombre,52,Trabajando
600282,237,1,1,1,589.13190552,Hombre,60,Trabajando
600282,237,2,1,2,589.13190552,Hombre,57,Trabajando
600282,237,3,1,3,589.13190552,Mujer,35,Oficios del hogar
600282,237,4,1,4,589.13190552,Hombre,13,
600282,237,5,1,5,589.13190552,Mujer,10,
600283,237,1,1,1,693.34602182,Hombre,65,Trabajando
600283,237,2,1,2,693.34602182,Mujer,62,Oficios del hogar
600284,237,1,1,1,693.34602182,Mujer,58,Trabajando
600284,237,2,1,2,693.34602182,Hombre,65,Trabajando
600285,237,1,1,1,151.23673027,Hombre,56,Trabajando
600285,237,2,1,2,151.23673027,Mujer,64,Oficios del hogar
600285,237,3,1,3,151.23673027,Hombre,21,Trabajando
600285,237,4,1,4,151.23673027,Mujer,19,Oficios del hogar
600285,237,5,1,5,151.23673027,Mujer,1,
600286,237,1,1,1,105.18836273,Mujer,76,Trabajando
600286,237,2,1,2,105.18836273,Hombre,47,Trabajando
600286,237,3,1,3,105.18836273,Mujer,48,Oficios del hogar
600286,237,4,1,4,105.18836273,Mujer,10,
600286,237,5,1,5,105.18836273,Hombre,4,
600286,237,6,1,6,105.18836273,Mujer,28,Trabajando
600286,237,7,1,7,105.18836273,Mujer,4,
600286,237,8,1,8,105.18836273,Hombre,66,Incapacitado permanente para trabajar
600287,237,1,1,1,113.15117612,Hombre,34,Trabajando
600287,237,2,1,2,113.15117612,Mujer,32,Trabajando
600287,237,3,1,3,113.15117612,Mujer,12,
600287,237,4,1,4,113.15117612,Mujer,9,
600287,237,5,1,5,113.15117612,Mujer,6,
600288,237,1,1,1,123.13598527,Hombre,70,Incapacitado permanente para trabajar
600288,237,2,1,2,123.13598527,Mujer,74,Oficios del hogar
600288,237,3,1,3,123.13598527,Hombre,33,Trabajando
600288,237,4,1,4,123.13598527,Mujer,11,
600289,237,1,1,1,134.36953262,Hombre,37,Trabajando
600289,237,2,1,2,134.36953262,Mujer,38,Oficios del hogar
600289,237,3,1,3,134.36953262,Hombre,11,
600289,237,4,1,4,134.36953262,Hombre,0,
600290,237,1,1,1,547.19224071,Hombre,59,Ocio
600290,237,2,1,2,547.19224071,Mujer,49,Buscando trabajo
600290,237,3,1,3,547.19224071,Hombre,24,Trabajando
600290,237,4,1,4,547.19224071,Hombre,22,Trabajando
600290,237,5,1,5,547.19224071,Mujer,27,Oficios del hogar
600290,237,6,1,6,547.19224071,Mujer,7,
600290,237,7,1,7,547.19224071,Mujer,4,
600290,237,8,1,8,547.19224071,Mujer,0,
600291,237,1,1,1,577.53851062,Mujer,55,Trabajando
600291,237,2,1,2,577.53851062,Mujer,18,Trabajando
600292,237,1,1,1,538.61961654,Mujer,33,Trabajando
600292,237,2,1,2,538.61961654,Hombre,33,Trabajando
600292,237,3,1,3,538.61961654,Hombre,5,
600293,237,4,1,4,588.16647232,Mujer,14,
600293,237,1,1,1,588.16647232,Mujer,40,Oficios del hogar
600293,237,2,1,2,588.16647232,Hombre,56,Trabajando
